max_aqi,mean(means)
21.30003100914777,6.235757955130298
21.695164174563956,6.18560678377713
21.240267106976766,6.196659477381396
21.34154517798177,6.210956918953265
20.87229318287343,6.204461729957493
21.829694273907783,6.1783906198691545
21.691974683428075,6.201159790457741
21.289799851570326,6.20496586406705
22.484905833965836,6.186067485733164
21.68816701525659,6.243671799605541
21.01483419455628,6.200404546598096
21.1882647703134,6.214963557118909
21.490635849018815,6.224574820955913
21.311875877897478,6.171633602558716
21.111424334763758,6.2062388389798535
21.540482643877038,6.220329065079719
22.041718966352548,6.2385272999362495
21.567884665956,6.204579897590367
20.800296792000903,6.222776472156586
21.470598426403022,6.224005079250339
21.314024100404662,6.205520406053678
21.158729160693383,6.19513996250623
21.699265362527285,6.227511214200813
21.587901059258336,6.203852606769846
22.342004057498333,6.254859558868068
22.063307939882076,6.235972308955609
20.76178289281689,6.195996304464604
21.71078116551446,6.195329100313688
21.520319514419732,6.240523897786423
21.342561221907555,6.184625167632169
21.479081346692077,6.216176588427157
22.0082432523059,6.184473021718332
21.781942539501625,6.193605300826395
21.712212385724435,6.181087685480585
21.888292832945044,6.227377039313268
21.18014673821457,6.222417027420983
21.764346106248585,6.256169724076472
21.46018403931467,6.2353070153596555
21.1104584546792,6.232886612921233
21.362201339585923,6.232598206127587
21.196715401283317,6.203746489010729
21.19341493633522,6.215099749763174
21.238811101541827,6.261259491392462
21.110154367327517,6.198813578110771
21.062724636986953,6.220287807929073
21.779877309679893,6.179960911583824
21.460148169663633,6.200838447941723
21.943281731349046,6.189709672377801
21.47412731413899,6.1765595252289875
21.579289330596556,6.226019609629777
20.749852142940846,6.161044275098856
21.55320106842736,6.185185192913079
21.79626994459819,6.248980147054167
21.119061411873144,6.197303760635206
21.69443965352373,6.218641483473729
21.76554104798895,6.235502338729943
21.111602627807986,6.190469490166653
21.379177552852997,6.196568086713534
21.857512474707207,6.219258631966541
20.695000500388492,6.169808178629549
20.98353983283834,6.234306691885154
20.94077153553495,6.213244389905344
21.687478409227666,6.242542674883245
23.04726907810943,6.247672087756423
21.328900217430313,6.198914148841661
21.29154272636995,6.283185829713051
21.342558557122782,6.209165132414608
21.8528666802944,6.248707551335105
21.63077785624402,6.1818711627104035
22.126500847485236,6.232866725808646
21.321455796416497,6.228932262448229
21.736311362356066,6.198267072773765
21.496599039917722,6.169705565810384
21.408493484795923,6.238812520408599
21.33567388031212,6.187807778871242
22.290826582116587,6.240618245523054
21.686706741961288,6.20667427617546
21.41237215826923,6.244908282337877
21.23697590495078,6.2486321740879935
21.073541779702015,6.1884760651869355
21.340220176950027,6.217227943335548
21.12018689430589,6.193148250036409
21.227781043580986,6.197622027838623
21.758851301839645,6.209781526490249
22.22913225038988,6.204073865084291
20.74015254524115,6.1620390929709705
21.802291591319577,6.2313041449248106
21.993439531847095,6.207909170695446
21.479532660185992,6.21161154994507
20.746283680995877,6.166757153907554
21.58029596169882,6.158531402375499
21.439930726564178,6.1890378238498975
21.393293056757717,6.163074734173012
21.512364089770326,6.238747020942061
21.44792160212112,6.204025223253945
21.23191570341055,6.229802581593849
21.498708202888352,6.217112911438971
21.837574679517548,6.203651992370855
20.820998722663262,6.175070149056541
21.384784547223443,6.2155828200896
