max_aqi,mean(pollutant_cell collect each.aqi)
66.66578896756627,27.11236629275748
65.63436560265858,27.11188120287108
65.88467097615883,27.035429655070335
66.18609226891424,26.839551747075603
66.57852184927494,27.16286124317231
64.7983231470985,26.927714993310893
68.13235866115053,27.347945989384776
67.77846032479952,27.27672242304606
67.24866787107113,27.299033270961978
67.70553869095754,27.172899747824268
68.25226475541723,27.257130433562107
68.03225676529807,27.012255018257413
38.872995863495966,7.59362144839886
39.78017592638896,7.580186984286821
39.52658308089701,7.555940154182129
38.818684637233204,7.5729975604531985
38.55014872109177,7.587120944609694
37.79863288978751,7.576782073765614
39.04524558679652,7.593371790876669
38.441882987567936,7.59660137845262
39.959697816831294,7.580977237809882
39.35920378379343,7.584091650894823
38.877950322892865,7.578549376634904
38.87867631924296,7.596258114760859
66.35517607264856,18.782636806735887
66.61279403005017,18.74406421233848
65.31826800597268,18.61223802736149
67.37420051070107,18.662365349763828
65.74899134169758,18.769921891204373
66.11447890017065,18.751031872530167
67.87044293983972,18.877354064283345
66.51688754368152,18.74295393546105
65.94687239226275,18.69432966606951
68.53686221327008,18.777365979811268
67.04554710846377,18.71959625858743
66.15086032592512,18.685983683049592
65.19951549681025,18.63740613850438
65.21055771366436,18.790607046198378
66.51028972114507,18.687439912982462
67.42530708669298,18.800055589936175
66.78882254534204,18.796681815194255
67.00087472443559,18.693922727989683
66.293627539289,18.68688679539183
67.9766100665781,18.68152905642092
67.1307809666353,18.74153165292755
65.60667728879645,18.688725189748162
66.41353141559136,18.758613362295407
65.99115385110946,18.76743920906222
67.69834274930969,18.829544460347755
67.38862503770042,18.735820540704108
67.23004576085576,18.72490696168357
66.94942795507976,18.747305303248297
66.18588018695553,18.710476697941594
64.5320511881901,18.631988299493493
64.85959685072665,18.673492658691547
65.46595676725421,18.70887729379734
65.43087349057166,18.59338276930708
66.50453840386453,18.80390451128782
65.358719620828,18.712874088232205
67.03080824735837,18.759437109867847
66.26566018709022,18.66040350236961
67.01909736915084,18.712842393592492
66.19920904030369,18.78952866451354
65.49407411217855,18.71467704648799
65.44015121386593,18.674636003288096
65.69274788590246,18.80507807399229
66.16819504902021,18.67304024643049
66.1160700916484,18.728924275937224
64.53494233339183,18.751815259529458
66.02350815475471,18.743592584081444
68.10098170818158,18.689202140226865
67.13413176572918,18.744655602815833
68.22674516696708,18.74332941245267
65.47080043100063,18.70409709341616
67.0843450508035,18.734668891283157
66.60565101857101,18.706938050336003
65.75724437413382,18.6836922376378
66.29330947144649,18.621087932820483
66.59577716499591,18.667355415540577
66.22079339651941,18.710848166865297
66.04489002606265,18.736884523078434
66.68772970228318,18.676807911890933
65.09541521996724,18.65668959968643
65.82520945994592,18.69688384726408
67.70206132611939,18.751102010782482
67.07092647967954,18.853196361751817
66.82555786860304,18.73660469750264
65.09836156243425,18.71650964501639
66.43776044198745,18.73894726910059
66.78013504427446,18.733221284382843
65.90296640291336,18.654848565693662
65.90605843186526,18.646690002782687
65.50654646817718,18.63746170568218
67.48590951929276,18.698425679746535
66.12227649100151,18.659206606963213
66.4719924476647,18.787665426965958
66.207829259577,18.762986462381267
65.30964224533602,18.653645662318024
66.03472754869038,18.638810241836957
64.66663397104831,18.662732367812506
